factor_artist_name,max_artist_hotttnesss
Steinski,0.4045752264
The Sugarcubes,0.404606440502
Inti Illimani,0.404625280578
Penta,0.404626333219
El Arrebato,0.40463432653
DJ Jean,0.404636795221
American Dog,0.40464807282
Dritte Wahl,0.404689942891
Beginner,0.40474048501
Panteón Rococó,0.40476750188
Sixtoo,0.404768236984
Fresh Moods,0.404789745
Thuja,0.404791871621
Cars & Trains,0.404807440353
Lonnie Johnson,0.404827116559
Giovanni Allevi,0.404865808178
Tiny Tim,0.40489733548
The Scare,0.40491001355
White Skull,0.404913864206
Rüdiger Hoffmann,0.404914567399
2 Eivissa,0.404929048148
John Martyn,0.404930523016
Pastor Lopez,0.404951871329
Ola Magnell,0.404957164352
Jerry Rivera,0.40496324532
Riot,0.404971082679
Scatman John,0.404977241459
The Pietasters,0.404977883461
Everton Blender,0.404983701649
Georgie Fame,0.405034871375
The Earlies,0.405068029794
John Brown\'s Body,0.405084682238
John Brown's Body,0.405084682238
Harold Budd And Brian Eno,0.405110694963
Dodgy,0.405131808674
Electrocutango,0.405175331843
Hot Tuna,0.405178358908
Mission Of Burma,0.405197757975
Escuela de Odio,0.405221249238
John Mayall,0.405234690787
Dick Dale,0.405289949322
IV Thieves,0.405293674634
Glenn Morrison,0.405338217701
Jesse Cook,0.405347941482
Randy Crawford / Joe Sample,0.405372186559
Hacienda feat. Caitlin Devlin - ELK,0.405380978538
Caterina Valente,0.405570427007
Hatesphere,0.405598386199
Insomnium,0.405609911536
Prem Joshua,0.405636031966
The Cliks,0.405657125096
Spearmint,0.405667330172
Tigertailz,0.405672135972
La Lupita,0.405722791137
Rob De Nijs,0.405724227483
Mandy Patinkin,0.405743217872
Puretone,0.405767032957
Moya Brennan,0.405809365812
Planet Funk,0.40581074126
Bracket,0.405817777185
Maria McKee,0.405825953878
Pia Fraus,0.405834938694
O'Death,0.405881197134
Acid King,0.405910152371
X-Clan,0.40591205561
GROVER WASHINGTON_ JR.,0.405967576671
Sloppy Seconds,0.405972788315
Boomkat,0.405974834081
Tiga & Zyntherius,0.406029373342
Ned's Atomic Dustbin,0.406032506466
Paolo Conte,0.406045529096
Prefab Sprout,0.406069073495
Sonny Rollins,0.4060819205845
Lana Lane,0.406096747758
Divinefire,0.406109056048
Angel Canales_ Sabor,0.406136911719
Oliver Kalkofe,0.406198747834
Count Basic,0.406215791684
None More Black,0.406241900454
Patty Pravo,0.406297631965
Simon Webbe,0.406305019273
Morten Harket,0.406317235695
Air Miami,0.406325659249
Flotsam and Jetsam,0.406326806025
Merche,0.40632913489
Shurik'n,0.406358727689
Frauenarzt & Manny Marc,0.406365438237
Zebra,0.406367592935
Mount Sims,0.40639552284
Tom T. Hall,0.406437541056
Toru Takemitsu,0.406444654762
The Marcels,0.40645647406
Adam & The Ants,0.40646204657
Kid Dynamite,0.406502894115
Penguin Café Orchestra,0.40650824852
Software,0.406546573532
Homelife,0.406557481421
Hermeto Pascoal,0.40658292931
Gustavo Santaolalla,0.406626217422
Suzi Quatro,0.406642648699
Dubioza kolektiv,0.40664836937
Fort Knox Five,0.406660302759
Fort Knox Five featuring Mustafa Akbar,0.406660302759
Pat Metheny Group,0.406660559365
Solarstone Ft. Elizabeth Fields,0.406691597128
Bitch Alert,0.406726286384
Prisma,0.406749194005
Frog Pocket,0.406785484679
MyChildren MyBride,0.406800863369
The Mint Chicks,0.406819531719
Byetone,0.406855020316
The High Wire,0.40685756885
Bauchklang,0.406875212375
Daniel Lanois,0.406886424124
Alain Chamfort,0.406898379423
Benassi Bros. Feat. Sandy,0.40692529152
Benassi Bros ft. Violeta,0.40692529152
Benassi Bros ft. Sandy,0.40692529152
Jakobinarina,0.40695786941
Silicone Soul,0.406967195433
Clarence Carter,0.406970081654
Anouar Brahem_ Francois Couturier_ Jean-Louis Matinier,0.40699157374
Guru Guru,0.407006004367
Jungle Rot,0.407006313356
A*Teens,0.407018905482
The Deadly Snakes,0.407033306031
Gianmaria Testa,0.407038551479
Count Basie,0.40705455644099997
Rolf Harris,0.407058593251
Hazel O'Connor,0.407088849982
Yo Yo Mundi,0.407091556299
Esquivel,0.407110427443
Scott Joplin,0.407118940692
Boston Spaceships,0.407236484369
Abra Moore,0.407253136195
Dominik Eulberg,0.407268339292
Ace Enders & A Million Different People,0.407281321131
Johnny Nash,0.407283888339
The Main Ingredient,0.40728398811
Venus Hum,0.407328792694
Jeff Scott Soto,0.407344288039
Bread,0.407366019072
Kevin Kern,0.407373123972
Enter the Haggis,0.407386829646
Preservation Hall Jazz Band,0.40740412469
2 Brothers On The 4th Floor,0.407416396495
Hot Rod Circuit,0.407440003119
Captain Jack,0.407451046932
Tiny Vipers,0.407510385708
The Rurals,0.4075690016
Thom Hell,0.407570063719
Cursor Miner,0.407583323066
Rocio Durcal,0.407587030476
Fugu,0.407641153949
Ricky Van Shelton,0.407662668939
Coldworker,0.407690518123
Secret Shine,0.40773207597
Tim Buckley,0.407816786612
Los Auténticos Decadentes,0.407821564861
Top Billin,0.407824781228
Kiuas,0.407871758875
Soft,0.407893551867
Abuela Coca,0.407898391659
The Underwolves,0.407919180909
The Panic Division,0.408006042418
Tindersticks,0.408014466861
Leng Tch'e,0.408050451908
Molly Hatchet,0.408077859618
The Fortunes,0.408152752997
Philip Jeck,0.408228427429
Slavic Soul Party!,0.408235502299
Albert Cummings,0.408246219436
State Of Bengal,0.408337994034
Ayla,0.408352544381
Melody Club,0.408419358779
Psilodump,0.408489119349
Gino Vannelli,0.408507191501
STEVE TAYLOR,0.408514431024
Laaz Rockit,0.408517160318
Strawbs,0.408524029613
Tokyo Rose,0.408557487497
Slut,0.408601591952
Dash Rip Rock,0.408613641544
Mighty Clouds Of Joy,0.408634735901
Peter Murphy,0.408636622926
Love Battery,0.408643314261
Janiva Magness,0.408696579367
Fabrizio De Andrè,0.408716004941
Battle,0.408721954919
Working Week,0.408739165221
Wes Montgomery,0.408787122021
Polly Paulusma,0.408791421763
Padi,0.408793151312
Abysmal Dawn,0.40880107252
Mitsoura,0.408853615315
Floyd Cramer,0.408861719526
Shalamar,0.408891701276
Kristine W,0.408930434272
Tingsek,0.408935793229
Nicolas Repac,0.408970962725
Seabound,0.408991011236
Jerry Reed,0.40902774457
The Lancashire Hotpots,0.409034597355
TO/DIE/FOR,0.409070089835
Marvin Gaye / Kim Weston,0.409091796712
Sol Invictus,0.409119095007
Boredoms,0.40912082119
Johnny Osbourne,0.409134868797
TIMO TOLKKI,0.409138459623
McGuinness Flint,0.409154929393
Paint it Black,0.409173452143
Blood Red Throne,0.409180608729
Solex,0.409216912709
Quadro Nuevo,0.409244638616
Culture Kultür,0.409274344729
Oh Laura,0.409300338384
B-Tight feat. Raggaman,0.409301260009
Landing,0.409316249762
Oumou Sangare,0.409395712561
Regulations,0.409424816296
Malú,0.409471049631
Zombina And The Skeletones,0.409484252656
Benjamin Bates,0.409495809089
Bounty Killer,0.4095315724575
Scout Niblett,0.409534422728
Fredrika Stahl,0.409568774881
Sam Roberts,0.409569489329
Carcass,0.409634053704
Consumed,0.409675593479
Crosby & Nash,0.409688284801
Lullatone,0.409712778824
Pan-Pot,0.409728527864
Deep Blue Something,0.409729378789
Terry Riley,0.409762630954
Tye Tribbett & G.A.,0.409776792852
Danny Williams,0.409778997763
Nesian Mystik,0.409805770848
Def Con Dos,0.409806152727
Dragonland,0.409837722933
Margo Guryan,0.409840559441
Die Krupps,0.409854679377
Lillian Axe,0.409893539609
All-Star United,0.409912790783
Nocturnal Rites,0.409922787061
Macabre,0.409924927977
Miljoonasade,0.409975717165
THE INK SPOTS,0.410048120613
The Contours,0.410051612646
Capleton,0.410053622676
Agoria,0.410060259941
Inner Circle,0.410079695031
Ascii Disko,0.410105868577
Men Of Standard,0.410159086026
Funki Porcini,0.410186704336
The Impressions,0.410247407476
Takagi Masakatsu,0.410313015968
Better Luck Next Time,0.410361863638
The Brian Jonestown Massacre,0.41036217975
Memphis Bleek / Rell,0.410395000663
Skepta,0.410437616033
April Wine,0.410477200141
Sash!,0.410530651571
Dinosaur Feathers,0.410540909024
Bros,0.410589730022
Unwound,0.410617969117
Dramarama,0.410664189457
Kingdom Come,0.410691583747
Archie Bronson Outfit,0.41071205231
Dorothy Ashby,0.410752048849
Julianna Barwick,0.410806545681
Chango Spasiuk,0.410841587241
Handsome Boy Modeling School,0.410850787117
Mr. Pit feat. Vicky Fee,0.410935350594
Sleater-kinney,0.410988719872
Jacek Sienkiewicz,0.411000769204
Two Witches,0.411013129994
Buck Owens,0.411086651084
Herman Dune,0.411119193033
Mick Ronson,0.411162234037
Freda Payne,0.411180934429
Jónsi & Alex,0.411184908003
Wet Wet Wet,0.411195687878
Bosse,0.41122419643
Tanita Tikaram,0.411233633072
Xploding Plastix,0.411258856567
Nick Cave & Warren Ellis,0.411285383132
N.E.R.D.,0.411295232392
Sylvester,0.41130339282
Cartola,0.411320447293
Rotting Christ,0.411350772145
Steve Bug,0.411375804265
El Tri,0.411441889955
The Vogues,0.411501453991
Ana Carolina,0.411510567434
Femme Fatale,0.411534061966
Marmaduke Duke,0.411561234256
Cannonball Adderley,0.411616781937
Peaches & Herb,0.411618489413
Babylon Circus,0.411644045108
Dennis Brown,0.411650961064
Mateo Messina,0.411664559827
Marc Moulin,0.411673866717
Only Crime,0.411682875473
Sonny Sharrock,0.411707347746
Giant Drag,0.411727149406
Carmen McRae,0.411770577536
M.F.S.B,0.411797011204
Kurupt,0.411797826815
CC Cowboys,0.411809165704
Tony Christie,0.411809413632
Augie March,0.411823343674
Oxia,0.41184721618
The Emotions,0.411904524979
Earthling,0.41191606075
Pastora Soler,0.411959231058
Sally Shapiro,0.411982738029
Part Chimp,0.412058548418
Pere Ubu,0.41209046227
Dario Marianelli,0.412115553459
Lasse Lindh,0.412150598695
Sleeping States,0.412184175262
Little Anthony and The Imperials,0.412211331107
Lost Boyz,0.412240600536
Jerry Cantrell,0.412323817045
Carl B.,0.412324563498
The Tractors,0.412329258561
Lys Assia,0.41239759745
Randy Crawford,0.412424472177
Ampop,0.412434439355
Mary Wells,0.412439692676
A Balladeer,0.412440857242
The Bear Quartet,0.412453699253
Big Tymers / Juvenile / Lil Wayne,0.412465341519
Wallis Bird,0.412478200112
The Meteors,0.412488306124
Justin Faust,0.412516979829
The Forms,0.41252805158
Home Grown,0.412646756375
Pascal Comelade,0.412669414911
Manolo Garcia,0.412679135268
Mice Parade,0.412680528402
Noize Suppressor,0.41269417119
Fonky Family,0.412724523871
Deana Carter,0.412731428142
Larkin Grimm,0.412788512565
Alisha's Attic,0.412800421006
Pro-Pain,0.412802785131
Martha Reeves,0.412819685186
The Junior Varsity,0.412826199053
Rebecca Pidgeon,0.412904379967
Steve Wynn & The Miracle 3,0.412919960679
Dave Grusin,0.412925182339
Dave Grusin / Mike Fisher / Omar Hakim / Branford Marsalis / Marcus Miller,0.412925182339
Daniel Lemma,0.412971107246
The Grass Roots,0.413028516902
Bob Log III,0.413059753298
Fred Hammond,0.413092206277
Fettes Brot,0.41309696564
The Rumble Strips,0.413097756601
El Perro Del Mar,0.413123470895
Transvision Vamp,0.413147207747
Fiddler's Green,0.413156519249
Waltari,0.413163492704
Pariisin Kevät,0.413179716553
Pastor Troy,0.413191510962
Tankcsapda,0.413195292631
Esa,0.413205104983
Warrior King,0.413237883925
Pelle Carlberg,0.413296281531
iio,0.413374789379
Eisregen,0.413391274458
DJ Quik,0.413393911287
Postgirobygget,0.413398413413
Terri Walker,0.413415966266
Daryl Hall,0.413450381922
Jacob Miller,0.413452440373
The Rentals,0.413471754178
Kinski,0.413487872003
Jack Rose,0.413496297598
Nell Bryden,0.413498697769
Spirit Catcher,0.413549510282
New Trolls,0.413589593771
The Shortwave Set,0.413630698342
Baba Zula,0.413649937612
Måns Zelmerlöw,0.413713699366
Billy Joe Royal,0.413740723278
Tower Of Power,0.413750660563
Johan Gielen,0.413758671991
John Barry,0.413786059044
Big Cyc,0.413791733502
Scandinavian Music Group,0.413830896356
Chris Spheeris,0.413858529776
Annett Louisan,0.413872715539
The Benjamin Gate,0.413881857129
Wim Mertens,0.413903999353
Brian Bromberg,0.413924379264
Ben Westbeech,0.413934899503
Barclay James Harvest,0.414010901453
Miami Sound Machine,0.414021319303
Destrophy,0.414038916864
Beat Assailant,0.414068603401
N.O.R.E.,0.414068749619
My Latest Novel,0.414089185247
Lupen Crook,0.41409756506
Excalion,0.414139356813
Alexia,0.414198368336
Amoral,0.414275681641
The Cloud Room,0.414303492834
SEAN TYAS,0.414305875867
Natalie Walker,0.414309056009
Raw Power,0.414426202378
John Patitucci,0.414464515948
Essie Jain,0.414524561423
The Mother Hips,0.414552794854
Slim Cessna's Auto Club,0.414581279801
Shonky,0.414587387335
Gene Autry,0.414589569693
Veruca Salt,0.414589624313
Kyle Eastwood,0.414631368509
Braid,0.414634357493
The Sabres Of Paradise,0.414636219891
Electric Frankenstein,0.414670114504
Mindi Abair,0.41467168673
The Andrews Sisters,0.414690404507
Dionysus,0.414753178031
Rhian Sheehan,0.414780659073
Stroke 9,0.414793129174
Bertrand Burgalat,0.414831439772
Harvey Danger,0.414835408088
Big D and The Kids Table,0.414839002566
Alex Gaudino_ Jason Rooney,0.414839467198
End Of You,0.414847293286
Patrice Rushen,0.414853496031
Sleeping At Last,0.41488903046
Airwave,0.41491626691
Hydrogyn,0.414971202703
Lole y Manuel,0.414985282439
Real McCoy,0.414989403097
Chairmen Of The Board,0.41500330404
Natalia Lafourcade,0.415039645789
The Cassandra Complex,0.415093241672
Ceca - Svetlana Raznatovic,0.415099283828
Raymond Scott,0.415116076758
Joakim,0.415122030975
Attack In Black,0.415133451
J.B.O.,0.415133886346
Shakespears Sister,0.415154073356
The Shaky Hands,0.415196570548
The Matthew Herbert Big Band,0.415198109466
Polkaholix,0.415213674652
Julio Iglesias,0.415221697667
Bruce Hornsby and the Range,0.415225169992
Véronique Sanson,0.415236985604
Sibiria,0.415241405398
Moriarty,0.415243415347
Basia,0.415274838847
The Kilimanjaro Darkjazz Ensemble,0.415292053422
Bobbi Humphrey,0.415402377304
Sunday Munich,0.415408263938
Dogma Crew,0.415431514827
ARRESTED DEVELOPMENT,0.415441655824
Dark Sanctuary,0.415454948975
Sun Kil Moon,0.415472406426
Pocket Full Of Rocks,0.415475795249
Seventh Star,0.415493349537
Rachelle Ferrell,0.415518531218
Di-rect,0.415572912082
Tommy Castro,0.41558288068
Ramblin' Jack Elliott,0.415593728863
Hannes Wader,0.415677270981
Bloodpit,0.415719320846
Rick Wakeman,0.415815423361
As de Trêfle,0.41588979086
Chris Standring,0.415937640828
Lucky Peterson,0.415958908087
Angel City,0.416049885463
Maynard Ferguson,0.416066584281
Massimo Volume,0.416107538868
Har Mar Superstar,0.416108322445
Neaera,0.416117996421
Ludovico Einaudi & Ballaké Sissoko,0.416131315287
Marc Antoine,0.41615030779
Terry Callier,0.416173064627
Pato Fu,0.416189134448
La Casa Azul,0.416229408726
Alamo Race Track,0.416289649129
Yabby U,0.416309531872
Girlschool,0.416349148615
Gabriel Le Mar,0.416373030428
X-Press 2,0.416393180465
Keith Emerson,0.416438615709
Psykick Lyrikah,0.416444047485
Chris Whitley,0.416449254345
Tone-Loc,0.416468069163
Electronicat,0.416486190838
Modwheelmood,0.416491359608
Circus Maximus,0.416529122093
Tokyo Sex Destruction,0.416539554575
Milemarker,0.416617140206
Torpedo Boyz,0.416666945697
Apostle Of Hustle,0.416698028478
Bloody Dead And Sexy,0.416719737379
Rowland S Howard,0.416740403272
The Rutles,0.416745227178
Governor Andy,0.416755339735
Havok,0.416871766152
Thione Seck,0.41692446962
Thione Seck_ Rehab-Egypt,0.41692446962
X-ecutioners featuring Ghostface Killah_ Trife and Black Thought,0.416935871661
X-ecutioners,0.416935871661
Stanton Moore,0.41695648146
Moltheni,0.417052503668
Dub Pistols feat. Terry Hall,0.417068912495
Ian Dury & The Blockheads,0.41706918847
Royal Crown Revue,0.417069932858
Archie Bell and The Drells,0.417124583719
Liquido,0.417164505675
Simon Patterson,0.417339384572
Weather Report,0.417433506929
17 Hippies,0.417483890672
Ezra Furman And The Harpoons,0.41749250077
The Box Tops,0.417499644971
Klasse Kriminale,0.417539236066
Virus Syndicate,0.417554803704
Floor,0.417591879765
Astral Projection,0.417593705632
Nessbeal,0.417672689749
Support Lesbiens,0.41768215525
Liza Minnelli,0.417703815588
Nicolai Dunger,0.417707455298
Digital Mystikz,0.417745326069
Bowerbirds,0.41782177134
Jope Ruonansuu,0.417846147714
Paul  Desmond,0.41785039178
Starsplash,0.417853440483
Chingo Bling w/ Mistah F.A.B. And Fabo of D4L,0.417864515777
Zombie Zombie,0.41789369012
Enchant,0.417903161386
Metalium,0.417913478711
The Steep Canyon Rangers,0.417921861571
Light This City,0.417925130098
Rosetta,0.417932087454
Princess Superstar,0.418050126404
Jungle Brothers,0.418084265968
American Head Charge,0.418136231029
dEUS,0.41816619496
Primordial,0.418193099976
The Shangri-Las,0.418216518195
Caifanes,0.418228901036
Left Alone,0.41823817715
Soul Captain Band,0.418296152902
Sofia Karlsson,0.418356680774
Chris Joss,0.418393456498
Kings of Tomorrow,0.418404959581
Natacha Atlas;Peter Maffay,0.418414136919
Brenda Holloway,0.418428681407
Buddy Miles,0.418429597885
Barry Adamson,0.41843945019
Karen Dalton,0.418459161127
Cassettes Won't Listen,0.418486967473
Axel Krygier,0.418499663582
Maxime Le Forestier,0.418579188337
Hanna Pakarinen,0.418618869078
John Foxx & Harold Budd,0.418631964591
Aya RL,0.418670675897
Marcel Woods,0.418693778438
Whiskeytown,0.418722098133
Nosferatu,0.418729337141
John Farnham,0.418741957011
Alphawezen,0.418799400974
Cesaria Evora,0.418828892745
Césaria Evora,0.418828892745
Art Blakey,0.418854023223
Rakim,0.418894704702
Rakim feat. Tracey Horton,0.418894704702
Y&T,0.418895803914
Atlantic Starr,0.418926665678
Jefferson Starship,0.418946871251
Faron Young,0.418989674563
Linda Ronstadt,0.419024182402
Gatas Parlament,0.4190306153
Halou,0.419035469104
Cordrazine,0.419060768701
Turbonegro,0.419161256005
In-Grid,0.419199461739
Del Amitri,0.419215216667
The Gift of Gab,0.41923824508
The Minus 5,0.419239942293
Francesca Ancarola,0.419246173616
[re:jazz],0.419289493718
La Rue Kétanou,0.419323150408
Shai Hulud,0.419398461082
Jackie Wilson,0.419408141119
Neneh Cherry,0.41942518709
Gabriel & Dresden,0.419453131163
Evil Nine,0.419466729505
Evil Nine / El-P,0.419466729505
Youth Brigade,0.419488735215
Lendakaris Muertos,0.419497531544
Roger Clyne & The Peacemakers,0.419497926843
Kate & Anna McGarrigle featuring Chaim Tannenbaum,0.419507523245
Man With No Name,0.419541224341
Terranova,0.419544594375
Doc Scott,0.419569714978
Stoneface & Terminal,0.419617735198
Barbara Mason,0.419627904202
Rabia Sorda,0.4196400756
Kante,0.419645445891
Can,0.419685082219
Cassette Kids,0.419695935142
Skizoo,0.419733624034
Patenbrigade: Wolff,0.419763945942
Five Star,0.419768135961
Absoluuttinen nollapiste,0.419776011503
M.A. Numminen,0.41977664523
Growing,0.419826546481
Luar Na Lubre,0.419860993975
Stellastarr*,0.419883764108
Bang Tango,0.419954369101
Lizzy Borden,0.419967935771
Akron/Family,0.420041154376
Tim Barry,0.420065864774
The Dubliners,0.420091329523
Spiller,0.42009754266
Les Brown,0.420114180265
Tungtvann,0.420130202562
Big Joe Turner,0.420181117609
Luciano,0.420208957674
Retractor,0.420215854812
Reagan Youth,0.420247617774
Charles Musselwhite,0.42024767968
Iron Butterfly,0.420251625127
Seefeel,0.420269846655
Tripswitch,0.420401759907
Amanda Lear,0.420459132053
Neville Brothers,0.420569829843
Los Chichos,0.420570307208
New Edition,0.420622408097
Jesus Jones,0.420627401336
Solefald,0.420629732365
Sha Na Na,0.420645922314
Rebirth Brass Band,0.420689828323
Unanimated,0.420700699738
Deportivo,0.42073552538
Sick Of It All,0.420801849507
Milton Nascimento,0.42083635252
Maria Taylor,0.420856973372
Maria Taylor with Andy LeMaster,0.420856973372
Murray Head,0.420861266085
Lisa Lynne,0.420937754837
Pacha Massive,0.420945486034
Shai,0.420958744705
Oliver Onions,0.420967071777
Subway To Sally,0.420972642113
Hi-Five,0.42097804548
Jazzamor,0.421074977589
Stan Rogers,0.421082623786
EMF,0.421086984875
The Osmonds,0.42110124369
Fitness Forever,0.421104764056
Kelly Sweet,0.421128566438
Terence Trent D'Arby,0.421166235569
Rainhard Fendrich,0.421265700097
Hieroglyphics,0.421277743722
Onyx,0.421287262511
David Lee Roth,0.42129623417
Fight K5,0.421333674715
Dustin O'Halloran,0.421348623339
Saigon,0.421353004991
The Lord Weird Slough Feg,0.421388264953
Yulduz Usmanova,0.421408064012
Basslovers United,0.421493764751
The Spencer Davis Group,0.421518567267
U.S. Bombs,0.421569843432
Snog,0.421584947358
Saturday Looks Good To Me,0.421589183273
Joan Manuel Serrat,0.421641763559
Argent,0.4216567079975
Kelley Stoltz,0.421669733068
Paul Young,0.421706477161
The Upsetters,0.421711582967
Cibo Matto,0.421714961245
Hacride,0.421743196958
Kino Oko,0.421757658343
Rufus Featuring Chaka Khan,0.421789578828
Code 64,0.421791986542
Mystikal featuring Redman & Method Man,0.421793726406
Arnaud Fleurent-Didier,0.421795026086
Skip James,0.421795209615
Little River Band,0.42180220482
Steve Howe,0.421816660147
King's X,0.421848585805
Kid Abelha,0.421901529338
The New Raemon,0.421933819897
Broder Daniel,0.421947756657
Icon Of Coil,0.421954382634
VHS Or Beta,0.421973968279
Mock & Toof,0.421990396457
The Dream Academy,0.421999781173
Hasil Adkins,0.422011300268
Tab Benoit,0.422064233684
Kathy Mattea,0.422127199293
Brutal Truth,0.422161727902
Valient Thorr,0.422245166797
SINNER,0.422261952776
Danni Carlos,0.422284008466
Spank Rock,0.422304973517
Aline Barros,0.422317206378
Pauline Croze,0.422326479951
Earshot,0.422334608613
Roky Erickson & Okkervil River,0.422358768199
Roky Erickson,0.422358768199
Wynton Kelly,0.422383486641
Bell Orchestre,0.422406008177
TM Juke,0.422417892465
The Five Satins,0.422468655805
Capital Inicial,0.42246909919349995
Donny Hathaway,0.422472423243
Salvador,0.422483281349
Caliban,0.422502665952
Tracy Byrd,0.422507450826
Wreckless Eric,0.422593316738
Terrorizer,0.422609671653
De/Vision,0.422614766177
Republika,0.42266719616
The Sugarhill Gang [Kory-O_ Wonder Mike_ Big Bank Hank],0.422721370117
Toe,0.422731070398
Heaven Street Seven,0.422770192724
Shat,0.422786779638
The White Birch,0.42278901163
Yma Sumac,0.422812934375
Section 25,0.422817264172
Vonda Shepard,0.422832680955
Absurd Minds,0.42285227748
Gilberto Santa Rosa,0.42285584413050004
The 5th Dimension,0.422873382907
Cazals,0.422881687933
Zuco 103 feat. Dani Macaco,0.422928223264
Big B,0.423014606232
Big Mama Thornton,0.423070612086
LU-LU,0.423088132441
Tom Rush,0.423131886016
Puerto Rican Power,0.423165503416
Runrig,0.423178331639
Shannon Noll,0.423195584829
Bonde Do Rolé,0.423272794342
Kill Your Idols,0.423285239083
We Are The Arsenal,0.423304952224
Hitomi Yaida,0.423308297762
The Number Twelve Looks Like You,0.423314568439
Laid Back,0.423323423592
Stuck Mojo,0.423334866509
Richard Galliano,0.423356106094
Frankie J,0.42337640991
Mind:State,0.423410047705
Amaral,0.423428391811
Sezen Aksu,0.423440029923
Ayub Ogada,0.423524794795
Arturo Sandoval,0.423527584809
Giant Squid,0.423534442204
Patricia Barber,0.423555940207
LOUIS JORDAN,0.423651573732
Obk,0.423703737652
Stick To Your Guns,0.423768607971
Albertucho,0.423887509717
The Soundtrack of Our Lives,0.423897831583
I Was A Cub Scout,0.423912134561
The Only Ones,0.423913171023
Les Fragments de la Nuit,0.423913708059
The Mist Of Avalon,0.423948350501
Mutya Buena,0.423959313935
BOMB THE MUSIC INDUSTRY,0.42396118045
DJ Format,0.423982291992
The Tiger Lillies,0.424000086961
Kristin Hersh,0.424010713061
Happy Mondays,0.424108277416
Balligomingo,0.424134563498
Chicharones,0.424136987374
The Chicharones,0.424136987374
Tuck & Patti,0.424141032685
Dave Mason,0.424174606631
Santigold,0.42420169791
Zimmers Hole,0.424218437882
Shabba Ranks,0.424346497828
Soul Coughing,0.424362915976
Music Go Music,0.424424229907
Luke Slater,0.424524307449
Hepcat,0.42467002771
Wesley Willis,0.42476581254
The Gladiators,0.424784199284
John Holt,0.424791235571
The Clean,0.424848135557
Perez Prado,0.424852769584
Port-Royal,0.424929686748
Taylor Hicks,0.424976355487
Kaya Project,0.425036585801
Lindstrøm,0.425051523935
Damien Dempsey,0.425145459714
Joey Beltram,0.425163214244
Christian Scott,0.425202411738
Gluecifer,0.425215678845
Soman,0.425228217669
El Chojin (F),0.425272598925
Myleene Klass,0.425284744286
Blonde On Blonde,0.425310380264
Groove Collective,0.425313581242
Alison Krauss / Union Station,0.425326121849
Raul Seixas,0.425333661512
By The Tree,0.425371737199
Switchblade Symphony,0.425399915285
The Atomic Fireballs,0.425400059663
Johnny Hates Jazz,0.425412637699
Martin Solveig,0.425437566562
Hillstomp,0.425442632549
Slum Village Featuring Melanie Rutherford,0.425450613864
Underground Resistance,0.425462799991
Soziedad Alkoholika,0.425469218516
Ruoska,0.425471399299
Machinemade God,0.425522061375
Whitey,0.425573020772
Ali Farka Touré,0.425600368633
Hothouse Flowers,0.425606598729
Dixie Dregs,0.425648257555
Betty Everett,0.425661248504
Zeke,0.425661723945
Fangoria,0.425667237813
Harem Scarem,0.425698058544
98º,0.425721312407
The Sundays,0.425723667483
Super Numeri,0.425733870889
Gravediggaz,0.425751807399
The Buggles,0.425782113962
Pierangelo Bertoli,0.425796001149
Suicidal Romance,0.425800554269
Funkadelic,0.42582082334
Biz Markie,0.425908142326
The Timewriter,0.425914801052
Max Graham,0.42594133825
Ruben Blades,0.425941400979
Ananda Shankar,0.42594458374
Donny Osmond,0.42594804717
Elastinen,0.42595308835
Adriana Evans,0.425985808871
Mistabishi,0.425987814501
Spagna,0.425990346085
Cocoa Tea,0.426009300484
Dope Stars Inc.,0.426035662099
Tha Alkaholiks,0.426046391828
Vector Lovers,0.426098457381
MC Lyte,0.426099700964
Beans On Toast,0.426121871538
Patrick Doyle,0.42613400655
Habib Koité,0.426171997885
808 State,0.426186629304
The Miracles Greatest Hits,0.426205343939
Leo Kottke & Mike Gordon,0.426208654149
Zoey Van Goey,0.426227305402
The Partridge Family,0.42624548675
Doc Watson,0.426246715576
Ektomorf,0.426318581917
Ferrick_ Melissa,0.426322020119
Styrofoam,0.426341521726
Earl Klugh,0.426360795378
Silkk The Shocker Featuring Master P/Mia X,0.42637496255
Silkk The Shocker,0.42637496255
Parliament,0.4264089551
J. Tillman,0.426489331823
John Ottman,0.426513686653
Once Tiros,0.426521848804
Xavier Rudd,0.426536061982
A Love Ends Suicide,0.426538714057
Boom Bip,0.426570293215
Torture Killer,0.42659942532
Sloan,0.426625601959
Llorca,0.426641980174
Brand Nubian,0.426656264996
Die Apokalyptischen Reiter,0.426672642064
Peggy Sue,0.426762018014
Donna Lewis,0.426793589352
Peabo Bryson,0.426798651955
Comfort Fit,0.426809289259
Le Loup,0.426823394189
Nicola Conte,0.426839583462
Bobby Pulido,0.426851853236
MYSTIC PROPHECY,0.426858237066
Guy Gerber,0.426889908451
Sandy Denny,0.426897358618
702,0.426905623039
La Pulqueria,0.426980733523
Hora Zulú,0.427055278284
Binary Star,0.427067011815
Nina Nastasia,0.427087734716
Moto Boy,0.427112158643
Caparezza,0.427115948361
Junior Kimbrough,0.427122969886
Mr. Irish Bastard,0.427124866561
Bronski Beat,0.427133375175
Army Navy,0.427138177572
Fucked Up,0.427148606951
The Alternate Routes,0.427149768791
Carrie Rodriguez,0.427151090838
Dwarves,0.4272098791
Laika,0.427257430889
